id,title,content
,Cực kì hài lòng,Đây là lần t2 mh quay lại mua giày bên shop .giày bên shop da rất đẹp. Bền mà đi ko bị cấn chân...tuyệt vời 💯💯💯💯💯
,Cực kì hài lòng,Giày quá đẹp. Cám ơn shop
,Cực kì hài lòng,Giày và thắt lưng đúng như hình quảng cao sản phẩm! Còn được tặng bộ dụng cụ đánh giày! Cảm ơn shop!
,Cực kì hài lòng,"Giày đẹp êm chân, rất đáng với số tiền bỏ ra."
,Cực kì hài lòng,"Kiểu dáng đẹp, êm chân, đi tôn chiều cao"
,Cực kì hài lòng,"Giày đẹp. 
Shop giao nhầm si đánh giày. Giao 2 hộp mài nâu. Shop cho mình xin hộp mài đen với. Giày mua màu đen mà."
,Cực kì hài lòng,Da đẹp
,Cực kì hài lòng,Chưa bao giờ mua hàng tiki mà hài lòng như vậy. Đỉnh cao luôn Bụi ơi
,Cực kì hài lòng,"Vừa ý
Chưa biết độ bềnh ntn"
,Cực kì hài lòng,"Kiểu dáng đẹp, êm chân, đi tôn chiều cao"
,Cực kì hài lòng,"Giày đẹp. 
Shop giao nhầm si đánh giày. Giao 2 hộp mài nâu. Shop cho mình xin hộp mài đen với. Giày mua màu đen mà."
,Cực kì hài lòng,Da đẹp
,Cực kì hài lòng,Chưa bao giờ mua hàng tiki mà hài lòng như vậy. Đỉnh cao luôn Bụi ơi
,Cực kì hài lòng,"Vừa ý
Chưa biết độ bềnh ntn"
,Cực kì hài lòng,"Giày của shop đẹp, form và size rất chuẩn, lại còn tặng kèm cả khăn, si, bàn chà để đánh giày và kê gót để dễ mang vào nữa, quá là chu đáo luôn! 10đ không có nhưng..."
,Cực kì hài lòng,"Không đầy đủ đồ vệ sinh.
Giày ok như quảng cáo.
Nhưng nhìn thực tế thì hơi cao, không ưng lắm.
Đế mỏng bình thường thì hợp hơn. Shop xem thế nào cho ng đến trả cũng được"
,Cực kì hài lòng,"Giày cực đẹp nha, đóng gói cẩn thận, tặng kèm đủ phụ kiện chăm sóc giày luôn.
Rất đáng tiền. Nên mua nha."
,Cực kì hài lòng,"Đẹp, êm nữa, thích ghê"
,Cực kì hài lòng,
,Cực kì hài lòng,"Giày của shop đẹp, form và size rất chuẩn, lại còn tặng kèm cả khăn, si, bàn chà để đánh giày và kê gót để dễ mang vào nữa, quá là chu đáo luôn! 10đ không có nhưng..."
,Cực kì hài lòng,"Không đầy đủ đồ vệ sinh.
Giày ok như quảng cáo.
Nhưng nhìn thực tế thì hơi cao, không ưng lắm.
Đế mỏng bình thường thì hợp hơn. Shop xem thế nào cho ng đến trả cũng được"
,Cực kì hài lòng,"Giày cực đẹp nha, đóng gói cẩn thận, tặng kèm đủ phụ kiện chăm sóc giày luôn.
Rất đáng tiền. Nên mua nha."
,Cực kì hài lòng,"Đẹp, êm nữa, thích ghê"
,Cực kì hài lòng,
,Cực kì hài lòng,"Giày đúng size, form đẹp, đế cao vừa phải."
,Cực kì hài lòng,sản phẩm đúng mô tả.chất lượng để thời gian mới biết.
,Cực kì hài lòng,Vậy mang nhìn rất là dễ thương nói chung là im chân dễ đi không có bị bó hoặc là bị đau chân nói chung ổn trong tầm giá
,Cực kì hài lòng,Chất lượng khá okeee đóng gói sản phẩm rất chắc chắn
,Cực kì hài lòng,"giầy mẫu mã đẹp, đóng gói nhìn rất xịn xò, bộ tool đánh giầy cũng rất ra gì. nói chung đẹp so với giá"
,Cực kì hài lòng,"Giày đúng size, form đẹp, đế cao vừa phải."
,Cực kì hài lòng,sản phẩm đúng mô tả.chất lượng để thời gian mới biết.
,Cực kì hài lòng,Vậy mang nhìn rất là dễ thương nói chung là im chân dễ đi không có bị bó hoặc là bị đau chân nói chung ổn trong tầm giá
,Cực kì hài lòng,Chất lượng khá okeee đóng gói sản phẩm rất chắc chắn
,Cực kì hài lòng,"giầy mẫu mã đẹp, đóng gói nhìn rất xịn xò, bộ tool đánh giầy cũng rất ra gì. nói chung đẹp so với giá"
,Cực kì hài lòng,"Giầy rẻ mà form rất đẹp, da thật, mỗi tội đế ko khâu, về mang đi khâu cũng ok, rất hài lòng"
,Cực kì hài lòng,"Hàng đẹp, chất lượng phù hợp với giá tiền.
Đặt 1 đôi hơi rộng, gọi điện cho Shop để đổi, shop nhiệt tình hỗ trợ ngay.
Dù chưa nhận được hàng đổi nhưng đánh giá 5* về thái độ bán hàng.
Sẽ còn ủng hộ shop!"
,Cực kì hài lòng,10 điểm cho chất lượnggggggggggggggggggggggggggggggg
,Hài lòng,"Gói hàng đẹp , cẩn thận , màu ko đúng mình đặt  những cũng ổn . Chất lượng thì chờ sử dụng thêm xem thế nào ."
,Cực kì hài lòng,"Giày rất ôm chân, sản phẩm đẹp lắm nha mọi người,  chuẩn cơm mẹ nấu"
,Cực kì hài lòng,"Giầy rẻ mà form rất đẹp, da thật, mỗi tội đế ko khâu, về mang đi khâu cũng ok, rất hài lòng"
,Cực kì hài lòng,"Hàng đẹp, chất lượng phù hợp với giá tiền.
Đặt 1 đôi hơi rộng, gọi điện cho Shop để đổi, shop nhiệt tình hỗ trợ ngay.
Dù chưa nhận được hàng đổi nhưng đánh giá 5* về thái độ bán hàng.
Sẽ còn ủng hộ shop!"
,Cực kì hài lòng,10 điểm cho chất lượnggggggggggggggggggggggggggggggg
,Hài lòng,"Gói hàng đẹp , cẩn thận , màu ko đúng mình đặt  những cũng ổn . Chất lượng thì chờ sử dụng thêm xem thế nào ."
,Cực kì hài lòng,"Giày rất ôm chân, sản phẩm đẹp lắm nha mọi người,  chuẩn cơm mẹ nấu"
,Cực kì hài lòng,Dày oke nên mua nha mn.
,Cực kì hài lòng,"Giá tiền phù hợp , giày đẹp và chắc chắn còn đc tặng quà nữa Thank Shop"
,Cực kì hài lòng,"Sản phẩm ok, đúng hình, giao hàng nhanh, đóng gói cẩn thận"
,Cực kì hài lòng,"Da tốt, mang êm, đẹp như hình, giá tốt còn tặng kèm ví đựng card"
,Cực kì hài lòng,Hàng đẹp lắm ạ Shop bán hàng ok lắm ạ Chúc shop làm ăn phát đạt lắm ạ
,Cực kì hài lòng,Dày oke nên mua nha mn.
,Cực kì hài lòng,"Giá tiền phù hợp , giày đẹp và chắc chắn còn đc tặng quà nữa Thank Shop"
,Cực kì hài lòng,"Sản phẩm ok, đúng hình, giao hàng nhanh, đóng gói cẩn thận"
,Cực kì hài lòng,"Da tốt, mang êm, đẹp như hình, giá tốt còn tặng kèm ví đựng card"
,Cực kì hài lòng,Hàng đẹp lắm ạ Shop bán hàng ok lắm ạ Chúc shop làm ăn phát đạt lắm ạ
